0.125395 0.125395 0.187775 0.249670 0.310830 0.371012 0.429977 0.487493 0.543332 0.597274 0.649106 0.698624 0.745632 0.789944 0.831386 0.869794 0.905016 0.936914 0.965362 0.990247 1.011471 1.028951 1.042616 1.052415 1.058307 1.060270 1.058295 1.052391 1.042581 1.028904 1.011413 0.990177 0.965282 0.936823 0.904915 0.869683 0.831265 0.789814 0.745494 0.698478 0.648953 0.597114 0.543165 0.487321 0.429800 0.370830 0.310643 0.249478 0.187576 0.125180 0.062538 -0.000104 -0.062499 -0.124399 -0.185562 -0.245745 -0.304711 -0.362227 -0.418067 -0.472009 -0.523841 -0.573359 -0.620367 -0.664680 -0.706122 -0.744530 -0.779753 -0.811651 -0.840099 -0.864984 -0.886208 -0.903688 -0.917354 -0.927152 -0.933044 -0.935007 -0.933033 -0.927129 -0.917319 -0.903641 -0.886150 -0.864915 -0.840019 -0.811560 -0.779652 -0.744419 -0.706002 -0.664551 -0.620230 -0.573214 -0.523688 -0.471849 -0.417900 -0.362055 -0.304534 -0.245563 -0.185377 -0.124211 -0.062308 0.000088 0.062730 0.125373 0.187768 0.249669 0.310832 0.371016 0.429982 0.487499 0.543339 0.597282 0.649115 0.698634 0.745642 0.789955 0.831398 0.869807 0.905030 0.936929 0.965378 0.990263 1.011488 1.028968 1.042635 1.052434 1.058327 1.060290 1.058317 1.052413 1.042604 1.028927 1.011437 0.990202 0.965307 0.936849 0.904941 0.869709 0.831292 0.789842 0.745521 0.698506 0.648981 0.597142 0.543194 0.487350 0.429829 0.370859 0.310673 0.249508 0.187606 0.125210 0.062568 -0.000074 -0.062469 -0.124369 -0.185532 -0.245715 -0.304681 -0.362198 -0.418037 -0.471980 -0.523813 -0.573331 -0.620339 -0.664652 -0.706095 -0.744503 -0.779726 -0.811625 -0.840073 -0.864959 -0.886184 -0.903664 -0.917330 -0.927129 -0.933022 -0.934986 -0.933012 -0.927108 -0.917299 -0.903622 -0.886132 -0.864897 -0.840002 -0.811545 -0.779637 -0.744405 -0.705988 -0.664538 -0.620218 -0.573203 -0.523678 -0.471840 -0.417892 -0.362048 -0.304528 -0.245558 -0.185372 -0.124208 -0.062306 0.000089 0.062731 0.062731 
0.187845 0.187845 0.250190 0.312072 0.373228 0.433408 0.492372 0.549888 0.605727 0.659669 0.711501 0.761019 0.808026 0.852339 0.893780 0.932188 0.967411 0.999309 1.027757 1.052642 1.073866 1.091345 1.105011 1.114809 1.120702 1.122664 1.120690 1.114786 1.104976 1.091298 1.073807 1.052572 1.027676 0.999218 0.967310 0.932077 0.893660 0.852209 0.807888 0.760873 0.711347 0.659508 0.605560 0.549715 0.492194 0.433224 0.373038 0.311873 0.249971 0.187575 0.124933 0.062291 -0.000104 -0.062005 -0.123167 -0.183350 -0.242316 -0.299832 -0.355672 -0.409614 -0.461447 -0.510965 -0.557973 -0.602285 -0.643727 -0.682136 -0.717358 -0.749256 -0.777704 -0.802589 -0.823814 -0.841293 -0.854959 -0.864758 -0.870650 -0.872613 -0.870638 -0.864734 -0.854924 -0.841246 -0.823755 -0.802520 -0.777624 -0.749166 -0.717257 -0.682025 -0.643607 -0.602156 -0.557835 -0.510819 -0.461294 -0.409454 -0.355506 -0.299660 -0.242139 -0.183169 -0.122982 -0.061817 0.000086 0.062482 0.125125 0.187768 0.250163 0.312064 0.373227 0.433410 0.492377 0.549894 0.605734 0.659677 0.711510 0.761028 0.808037 0.852350 0.893793 0.932202 0.967425 0.999324 1.027772 1.052658 1.073883 1.091363 1.105030 1.114829 1.120722 1.122685 1.120711 1.114808 1.104998 1.091322 1.073831 1.052597 1.027701 0.999243 0.967336 0.932104 0.893687 0.852236 0.807916 0.760901 0.711376 0.659537 0.605589 0.549744 0.492224 0.433254 0.373068 0.311903 0.250000 0.187605 0.124963 0.062321 -0.000074 -0.061975 -0.123137 -0.183320 -0.242287 -0.299803 -0.355643 -0.409585 -0.461418 -0.510936 -0.557945 -0.602257 -0.643700 -0.682109 -0.717332 -0.749230 -0.777679 -0.802564 -0.823789 -0.841269 -0.854936 -0.864735 -0.870628 -0.872591 -0.870617 -0.864714 -0.854904 -0.841228 -0.823737 -0.802503 -0.777607 -0.749150 -0.717242 -0.682011 -0.643594 -0.602143 -0.557823 -0.510808 -0.461284 -0.409445 -0.355498 -0.299653 -0.242133 -0.183164 -0.122978 -0.061813 0.000089 0.062484 0.125126 0.125126 
0.249801 0.249801 0.312112 0.373981 0.435132 0.495310 0.554274 0.611789 0.667628 0.721570 0.773402 0.822920 0.869927 0.914240 0.955682 0.994090 1.029312 1.061210 1.089658 1.114543 1.135767 1.153246 1.166912 1.176711 1.182603 1.184565 1.182591 1.176687 1.166877 1.153199 1.135709 1.114473 1.089577 1.061119 1.029211 0.993978 0.955561 0.914110 0.869789 0.822774 0.773249 0.721410 0.667461 0.611616 0.554095 0.495125 0.434939 0.373774 0.311872 0.249476 0.186834 0.124192 0.061797 -0.000103 -0.061266 -0.121449 -0.180415 -0.237931 -0.293771 -0.347713 -0.399546 -0.449064 -0.496072 -0.540384 -0.581826 -0.620234 -0.655457 -0.687355 -0.715803 -0.740688 -0.761912 -0.779392 -0.793058 -0.802857 -0.808749 -0.810711 -0.808737 -0.802833 -0.793023 -0.779345 -0.761854 -0.740619 -0.715723 -0.687264 -0.655356 -0.620123 -0.581706 -0.540255 -0.495934 -0.448918 -0.399392 -0.347553 -0.293604 -0.237759 -0.180238 -0.121268 -0.061081 0.000084 0.061987 0.124383 0.187026 0.249669 0.312064 0.373965 0.435128 0.495311 0.554278 0.611795 0.667635 0.721578 0.773411 0.822929 0.869938 0.914251 0.955694 0.994103 1.029326 1.061225 1.089673 1.114559 1.135784 1.153264 1.166931 1.176730 1.182623 1.184586 1.182612 1.176709 1.166900 1.153223 1.135732 1.114498 1.089602 1.061145 1.029237 0.994005 0.955588 0.914137 0.869817 0.822802 0.773277 0.721438 0.667490 0.611645 0.554125 0.495155 0.434969 0.373804 0.311902 0.249506 0.186864 0.124222 0.061827 -0.000074 -0.061236 -0.121419 -0.180385 -0.237902 -0.293742 -0.347684 -0.399517 -0.449035 -0.496043 -0.540356 -0.581799 -0.620207 -0.655431 -0.687329 -0.715777 -0.740663 -0.761888 -0.779368 -0.793035 -0.802834 -0.808726 -0.810690 -0.808716 -0.802813 -0.793003 -0.779326 -0.761836 -0.740602 -0.715706 -0.687249 -0.655341 -0.620109 -0.581693 -0.540242 -0.495922 -0.448907 -0.399383 -0.347544 -0.293596 -0.237752 -0.180232 -0.121262 -0.061077 0.000088 0.061990 0.124385 0.187027 0.187027 
0.311019 0.311019 0.373296 0.435152 0.496298 0.556474 0.615438 0.672953 0.728792 0.782733 0.834566 0.884083 0.931091 0.975403 1.016845 1.055253 1.090475 1.122373 1.150821 1.175706 1.196930 1.214410 1.228076 1.237874 1.243766 1.245729 1.243754 1.237850 1.228040 1.214363 1.196872 1.175637 1.150741 1.122282 1.090374 1.055142 1.016724 0.975273 0.930953 0.883937 0.834412 0.782573 0.728625 0.672780 0.615259 0.556289 0.496103 0.434938 0.373035 0.310640 0.247997 0.185355 0.122961 0.061060 -0.000103 -0.060286 -0.119252 -0.176768 -0.232607 -0.286550 -0.338382 -0.387900 -0.434908 -0.479221 -0.520663 -0.559071 -0.594294 -0.626192 -0.654640 -0.679525 -0.700749 -0.718229 -0.731895 -0.741693 -0.747585 -0.749548 -0.747573 -0.741670 -0.731859 -0.718182 -0.700691 -0.679455 -0.654559 -0.626101 -0.594193 -0.558960 -0.520542 -0.479091 -0.434770 -0.387754 -0.338229 -0.286390 -0.232441 -0.176596 -0.119075 -0.060104 0.000082 0.061248 0.123151 0.185547 0.248190 0.310832 0.373227 0.435128 0.496291 0.556475 0.615441 0.672958 0.728798 0.782741 0.834574 0.884093 0.931101 0.975415 1.016857 1.055266 1.090489 1.122388 1.150837 1.175722 1.196947 1.214428 1.228094 1.237893 1.243786 1.245750 1.243776 1.237872 1.228063 1.214386 1.196896 1.175661 1.150766 1.122308 1.090400 1.055168 1.016751 0.975301 0.930980 0.883965 0.834440 0.782602 0.728653 0.672809 0.615288 0.556318 0.496132 0.434967 0.373065 0.310670 0.248027 0.185385 0.122991 0.061090 -0.000073 -0.060256 -0.119222 -0.176738 -0.232578 -0.286521 -0.338354 -0.387872 -0.434880 -0.479193 -0.520635 -0.559044 -0.594267 -0.626166 -0.654614 -0.679500 -0.700724 -0.718205 -0.731871 -0.741670 -0.747563 -0.749526 -0.747553 -0.741649 -0.731840 -0.718163 -0.700673 -0.679438 -0.654543 -0.626085 -0.594178 -0.558946 -0.520529 -0.479079 -0.434759 -0.387744 -0.338219 -0.286381 -0.232433 -0.176589 -0.119068 -0.060099 0.000087 0.061251 0.123153 0.185548 0.248190 0.248190 
0.371257 0.371257 0.433500 0.495344 0.556485 0.616660 0.675622 0.733137 0.788976 0.842918 0.894750 0.944267 0.991275 1.035587 1.077029 1.115437 1.150660 1.182558 1.211005 1.235890 1.257114 1.274594 1.288260 1.298058 1.303950 1.305913 1.303939 1.298035 1.288225 1.274547 1.257056 1.235821 1.210925 1.182467 1.150558 1.115326 1.076909 1.035458 0.991137 0.944121 0.894596 0.842757 0.788809 0.732964 0.675443 0.616473 0.556287 0.495122 0.433219 0.370824 0.308181 0.245539 0.183145 0.121244 0.060082 -0.000101 -0.059067 -0.116584 -0.172423 -0.226366 -0.278198 -0.327716 -0.374724 -0.419036 -0.460479 -0.498887 -0.534109 -0.566008 -0.594455 -0.619341 -0.640565 -0.658044 -0.671710 -0.681509 -0.687401 -0.689364 -0.687389 -0.681485 -0.671675 -0.657998 -0.640507 -0.619271 -0.594375 -0.565917 -0.534008 -0.498776 -0.460358 -0.418907 -0.374586 -0.327570 -0.278045 -0.226205 -0.172257 -0.116412 -0.058890 0.000080 0.060267 0.121432 0.183335 0.245731 0.308374 0.371016 0.433411 0.495312 0.556475 0.616659 0.675626 0.733142 0.788982 0.842926 0.894759 0.944277 0.991286 1.035599 1.077042 1.115450 1.150674 1.182573 1.211021 1.235907 1.257132 1.274612 1.288279 1.298078 1.303971 1.305934 1.303960 1.298057 1.288247 1.274570 1.257080 1.235845 1.210950 1.182492 1.150584 1.115353 1.076936 1.035485 0.991165 0.944149 0.894625 0.842786 0.788838 0.732993 0.675472 0.616503 0.556317 0.495152 0.433249 0.370854 0.308211 0.245569 0.183175 0.121274 0.060112 -0.000072 -0.059038 -0.116554 -0.172394 -0.226337 -0.278169 -0.327688 -0.374696 -0.419009 -0.460451 -0.498860 -0.534083 -0.565982 -0.594430 -0.619315 -0.640540 -0.658020 -0.671687 -0.681486 -0.687379 -0.689342 -0.687368 -0.681465 -0.671656 -0.657979 -0.640489 -0.619254 -0.594359 -0.565901 -0.533993 -0.498762 -0.460345 -0.418895 -0.374575 -0.327559 -0.278035 -0.226197 -0.172249 -0.116404 -0.058884 0.000085 0.060271 0.121435 0.183337 0.245732 0.308374 0.308374 
0.430277 0.430277 0.492488 0.554319 0.615455 0.675628 0.734590 0.792105 0.847943 0.901885 0.953717 1.003235 1.050243 1.094555 1.135997 1.174405 1.209627 1.241525 1.269973 1.294858 1.316082 1.333562 1.347227 1.357026 1.362918 1.364881 1.362906 1.357002 1.347192 1.333515 1.316024 1.294788 1.269893 1.241434 1.209526 1.174294 1.135876 1.094425 1.050105 1.003089 0.953564 0.901725 0.847776 0.791932 0.734411 0.675441 0.615254 0.554089 0.492187 0.429791 0.367149 0.304507 0.242112 0.180212 0.119049 0.058866 -0.000100 -0.057616 -0.113455 -0.167398 -0.219230 -0.268748 -0.315756 -0.360069 -0.401511 -0.439919 -0.475142 -0.507040 -0.535488 -0.560373 -0.581597 -0.599077 -0.612743 -0.622541 -0.628433 -0.630396 -0.628422 -0.622518 -0.612708 -0.599030 -0.581539 -0.560304 -0.535408 -0.506949 -0.475041 -0.439808 -0.401391 -0.359939 -0.315618 -0.268603 -0.219077 -0.167238 -0.113289 -0.057444 0.000077 0.059048 0.119234 0.180400 0.242303 0.304699 0.367341 0.429984 0.492379 0.554280 0.615443 0.675627 0.734593 0.792110 0.847950 0.901893 0.953726 1.003245 1.050253 1.094566 1.136009 1.174418 1.209641 1.241540 1.269989 1.294874 1.316099 1.333580 1.347246 1.357045 1.362938 1.364901 1.362928 1.357024 1.347215 1.333538 1.316048 1.294813 1.269918 1.241460 1.209552 1.174320 1.135903 1.094453 1.050132 1.003117 0.953592 0.901753 0.847805 0.791961 0.734440 0.675470 0.615284 0.554119 0.492217 0.429821 0.367179 0.304537 0.242142 0.180242 0.119079 0.058896 -0.000070 -0.057587 -0.113426 -0.167369 -0.219202 -0.268720 -0.315728 -0.360041 -0.401484 -0.439892 -0.475115 -0.507014 -0.535462 -0.560348 -0.581573 -0.599053 -0.612719 -0.622518 -0.628411 -0.630375 -0.628401 -0.622497 -0.612688 -0.599011 -0.581521 -0.560286 -0.535391 -0.506933 -0.475026 -0.439794 -0.401377 -0.359927 -0.315607 -0.268592 -0.219067 -0.167229 -0.113281 -0.057437 0.000083 0.059053 0.119239 0.180403 0.242305 0.304700 0.367342 0.367342 
0.487846 0.487846 0.550025 0.611844 0.672976 0.733148 0.792109 0.849623 0.905462 0.959404 1.011236 1.060753 1.107761 1.152073 1.193515 1.231923 1.267146 1.299044 1.327491 1.352376 1.373600 1.391080 1.404746 1.414544 1.420436 1.422399 1.420424 1.414520 1.404710 1.391033 1.373542 1.352307 1.327411 1.298953 1.267044 1.231812 1.193394 1.151944 1.107623 1.060607 1.011082 0.959243 0.905295 0.849450 0.791929 0.732959 0.672773 0.611608 0.549705 0.487310 0.424667 0.362025 0.299631 0.237730 0.176568 0.116385 0.057419 -0.000098 -0.055937 -0.109880 -0.161712 -0.211230 -0.258238 -0.302551 -0.343993 -0.382401 -0.417624 -0.449522 -0.477970 -0.502855 -0.524079 -0.541559 -0.555225 -0.565023 -0.570915 -0.572878 -0.570903 -0.564999 -0.555189 -0.541512 -0.524021 -0.502785 -0.477889 -0.449431 -0.417523 -0.382290 -0.343872 -0.302421 -0.258100 -0.211084 -0.161559 -0.109720 -0.055771 0.000074 0.057596 0.116566 0.176752 0.237918 0.299821 0.362217 0.424860 0.487502 0.549897 0.611798 0.672961 0.733145 0.792111 0.849628 0.905468 0.959411 1.011244 1.060763 1.107771 1.152085 1.193527 1.231936 1.267159 1.299058 1.327507 1.352393 1.373617 1.391098 1.404764 1.414563 1.420456 1.422420 1.420446 1.414543 1.404733 1.391056 1.373566 1.352331 1.327436 1.298978 1.267070 1.231838 1.193421 1.151971 1.107650 1.060635 1.011110 0.959272 0.905324 0.849479 0.791958 0.732988 0.672802 0.611637 0.549735 0.487340 0.424697 0.362055 0.299661 0.237760 0.176597 0.116414 0.057448 -0.000068 -0.055908 -0.109851 -0.161684 -0.211202 -0.258210 -0.302523 -0.343965 -0.382374 -0.417597 -0.449496 -0.477944 -0.502830 -0.524054 -0.541535 -0.555201 -0.565000 -0.570893 -0.572856 -0.570882 -0.564979 -0.555170 -0.541493 -0.524003 -0.502768 -0.477873 -0.449415 -0.417508 -0.382276 -0.343859 -0.302409 -0.258089 -0.211074 -0.161549 -0.109711 -0.055763 0.000081 0.057602 0.116571 0.176757 0.237921 0.299823 0.362218 0.424860 0.424860 
0.543738 0.543738 0.605886 0.667693 0.728821 0.788990 0.847951 0.905465 0.961304 1.015245 1.067078 1.116595 1.163603 1.207915 1.249357 1.287765 1.322987 1.354885 1.383333 1.408218 1.429442 1.446922 1.460588 1.470386 1.476278 1.478241 1.476266 1.470362 1.460552 1.446875 1.429384 1.408149 1.383253 1.354794 1.322886 1.287654 1.249236 1.207785 1.163465 1.116449 1.066924 1.015085 0.961136 0.905292 0.847771 0.788801 0.728615 0.667449 0.605547 0.543151 0.480509 0.417867 0.355473 0.293572 0.232409 0.172226 0.113260 0.055744 -0.000095 -0.054038 -0.105870 -0.155388 -0.202396 -0.246709 -0.288151 -0.326559 -0.361782 -0.393680 -0.422128 -0.447013 -0.468237 -0.485717 -0.499383 -0.509181 -0.515073 -0.517036 -0.515062 -0.509158 -0.499348 -0.485670 -0.468179 -0.446944 -0.422048 -0.393589 -0.361681 -0.326448 -0.288031 -0.246579 -0.202258 -0.155242 -0.105717 -0.053878 0.000071 0.055916 0.113437 0.172408 0.232594 0.293760 0.355663 0.418059 0.480702 0.543344 0.605739 0.667640 0.728803 0.788987 0.847953 0.905470 0.961310 1.015253 1.067086 1.116605 1.163613 1.207926 1.249369 1.287778 1.323001 1.354900 1.383349 1.408234 1.429459 1.446940 1.460606 1.470405 1.476298 1.478262 1.476288 1.470384 1.460575 1.446898 1.429408 1.408173 1.383278 1.354820 1.322912 1.287680 1.249263 1.207813 1.163492 1.116477 1.066952 1.015113 0.961165 0.905321 0.847800 0.788830 0.728644 0.667479 0.605577 0.543181 0.480539 0.417897 0.355502 0.293602 0.232439 0.172256 0.113290 0.055773 -0.000066 -0.054009 -0.105842 -0.155360 -0.202368 -0.246681 -0.288124 -0.326532 -0.361755 -0.393654 -0.422102 -0.446988 -0.468213 -0.485693 -0.499359 -0.509158 -0.515051 -0.517015 -0.515041 -0.509137 -0.499328 -0.485651 -0.468161 -0.446926 -0.422031 -0.393573 -0.361666 -0.326434 -0.288017 -0.246567 -0.202247 -0.155232 -0.105707 -0.053869 0.000079 0.055923 0.113444 0.172413 0.232599 0.293763 0.355665 0.418060 0.480702 0.480702 
0.597731 0.597731 0.659849 0.721645 0.782768 0.842936 0.901897 0.959410 1.015249 1.069191 1.121023 1.170540 1.217548 1.261860 1.303302 1.341710 1.376932 1.408830 1.437278 1.462163 1.483387 1.500867 1.514533 1.524331 1.530223 1.532186 1.530211 1.524307 1.514497 1.500820 1.483329 1.462094 1.437198 1.408739 1.376831 1.341599 1.303181 1.261730 1.217410 1.170394 1.120869 1.069030 1.015082 0.959237 0.901716 0.842746 0.782560 0.721395 0.659492 0.597097 0.534454 0.471812 0.409418 0.347517 0.286354 0.226171 0.167205 0.109689 0.053850 -0.000093 -0.051925 -0.101443 -0.148451 -0.192764 -0.234206 -0.272614 -0.307837 -0.339735 -0.368183 -0.393068 -0.414292 -0.431772 -0.445438 -0.455236 -0.461128 -0.463091 -0.461116 -0.455213 -0.445402 -0.431725 -0.414234 -0.392999 -0.368102 -0.339644 -0.307736 -0.272503 -0.234085 -0.192634 -0.148313 -0.101297 -0.051772 0.000067 0.054016 0.109861 0.167382 0.226353 0.286539 0.347705 0.409608 0.472004 0.534647 0.597289 0.659684 0.721585 0.782748 0.842932 0.901898 0.959415 1.015255 1.069198 1.121031 1.170550 1.217558 1.261871 1.303314 1.341723 1.376946 1.408845 1.437294 1.462179 1.483404 1.500885 1.514551 1.524350 1.530243 1.532207 1.530233 1.524329 1.514520 1.500843 1.483353 1.462118 1.437223 1.408765 1.376857 1.341625 1.303208 1.261758 1.217437 1.170422 1.120897 1.069059 1.015110 0.959266 0.901745 0.842775 0.782589 0.721424 0.659522 0.597126 0.534484 0.471842 0.409448 0.347547 0.286384 0.226201 0.167235 0.109719 0.053879 -0.000064 -0.051897 -0.101415 -0.148423 -0.192736 -0.234178 -0.272587 -0.307810 -0.339709 -0.368157 -0.393043 -0.414268 -0.431748 -0.445414 -0.455213 -0.461106 -0.463069 -0.461096 -0.455192 -0.445383 -0.431706 -0.414216 -0.392981 -0.368086 -0.339628 -0.307721 -0.272489 -0.234072 -0.192622 -0.148302 -0.101287 -0.051762 0.000076 0.054024 0.109868 0.167389 0.226358 0.286544 0.347708 0.409610 0.472005 0.534647 0.534647 
0.649613 0.649613 0.711701 0.773487 0.834606 0.894773 0.953732 1.011246 1.067084 1.121026 1.172858 1.222376 1.269383 1.313696 1.355137 1.393545 1.428768 1.460666 1.489114 1.513999 1.535223 1.552702 1.566368 1.576166 1.582059 1.584021 1.582047 1.576143 1.566333 1.552655 1.535164 1.513929 1.489033 1.460575 1.428667 1.393434 1.355017 1.313566 1.269245 1.222229 1.172704 1.120865 1.066917 1.011072 0.953551 0.894581 0.834395 0.773230 0.711328 0.648932 0.586290 0.523648 0.461253 0.399352 0.338190 0.278007 0.219041 0.161525 0.105685 0.051743 -0.000090 -0.049608 -0.096616 -0.140928 -0.182370 -0.220779 -0.256001 -0.287899 -0.316347 -0.341232 -0.362457 -0.379936 -0.393602 -0.403401 -0.409293 -0.411256 -0.409281 -0.403377 -0.393567 -0.379889 -0.362398 -0.341163 -0.316267 -0.287809 -0.255900 -0.220668 -0.182250 -0.140799 -0.096478 -0.049462 0.000063 0.051903 0.105851 0.161697 0.219218 0.278188 0.338375 0.399540 0.461443 0.523839 0.586482 0.649125 0.711519 0.773421 0.834584 0.894767 0.953734 1.011251 1.067091 1.121034 1.172867 1.222385 1.269394 1.313707 1.355150 1.393558 1.428782 1.460681 1.489129 1.514015 1.535240 1.552720 1.566387 1.576186 1.582079 1.584042 1.582068 1.576165 1.566355 1.552679 1.535188 1.513954 1.489058 1.460600 1.428693 1.393461 1.355044 1.313593 1.269273 1.222257 1.172733 1.120894 1.066946 1.011101 0.953581 0.894611 0.834425 0.773260 0.711357 0.648962 0.586320 0.523677 0.461283 0.399382 0.338220 0.278037 0.219070 0.161554 0.105714 0.051772 -0.000061 -0.049579 -0.096588 -0.140901 -0.182343 -0.220752 -0.255975 -0.287873 -0.316322 -0.341207 -0.362432 -0.379912 -0.393579 -0.403378 -0.409271 -0.411234 -0.409260 -0.403357 -0.393547 -0.379871 -0.362380 -0.341146 -0.316251 -0.287793 -0.255885 -0.220654 -0.182237 -0.140786 -0.096466 -0.049451 0.000073 0.051912 0.105859 0.161704 0.219224 0.278193 0.338379 0.399544 0.461446 0.523841 0.586483 0.586483 
